PseAAC1,PseAAC2,PseAAC3,PseAAC4,PseAAC5,PseAAC6,PseAAC7,PseAAC8,PseAAC9,PseAAC10,PseAAC11,PseAAC12,PseAAC13,PseAAC14,PseAAC15,PseAAC16,PseAAC17,PseAAC18,PseAAC19,PseAAC20
0.0,0.05882352941176471,0.0,0.0,0.0,0.1176470588235294,0.0,0.1176470588235294,0.0,0.1176470588235294,0.05882352941176471,0.0,0.0,0.05882352941176471,0.2352941176470588,0.0,0.0,0.0,0.05882352941176471,-0.2588235294117647
0.0,0.0,0.05,0.0,0.0,0.15,0.05,0.0,0.0,0.05,0.1,0.0,0.05,0.0,0.25,0.05,0.1,0.0,0.0,-0.685
0.1,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.1,0.05,0.05,0.0,0.25,0.05,0.1,0.0,0.0,-0.35
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.45
0.0,0.0,0.1666666666666667,0.0,0.0,0.0,0.0,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,-0.9666666666666668
0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.4799999999999999
0.0,0.0,0.0,0.0,0.0,0.1666666666666667,0.0,0.0,0.0,0.1666666666666667,0.1666666666666667,0.0,0.0,0.0,0.3333333333333333,0.0,0.1666666666666667,0.0,0.0,0.1499999999999999
0.0,0.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.1666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,-0.8833333333333334
0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.24
0.1666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666667,0.0,0.1666666666666667,0.1666666666666667,0.0,0.0,-0.65
0.0,0.0,0.0,0.0,0.0,0.1666666666666667,0.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666667,0.0,0.3333333333333333,0.1666666666666667,0.0,0.0,-1.083333333333333
0.0,0.1666666666666667,0.0,0.1666666666666667,0.0,0.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666667,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,-2.133333333333333
0.0,0.0,0.0,0.0,0.0,0.1666666666666667,0.1666666666666667,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.1666666666666667,0.0,0.0,0.0,0.1666666666666667,-0.3833333333333335
0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,-0.4714285714285715
